annee,cumul_periode,rss,region,nom_etablissement,nom_installation,no_permis_installation,nb_visites_total,nb_usagers_75ans_et_plus_total,nb_usagers_sante_mentale_total,dms_total,nb_usagers_pec_total,delai_pec_total,nb_visites_ambulatoire,nb_usagers_75ans_et_plus_amb,nb_usagers_sante_mentale_amb,dms_ambulatoire,nb_usagers_pec_ambulatoire,delai_pec_ambulatoire,nb_visites_sur_civiere,nb_usagers_sur_civiere_plus_24h,nb_usagers_sur_civiere_plus_48h,dms_sur_civiere,nb_usagers_pec_sur_civiere,delai_pec_sur_civiere,nb_usagers_75ans_et_plus_civ,nb_usagers_sante_mentale_civ
2024-2025,8,02,Saguenay-Lac-Saint-Jean,CIUSSS DU SAGUENAY - LAC-SAINT-JEAN,HÔPITAL DE LA BAIE,51221364,12440,1684,382,5.6674928546,11230,2.8982252647,9458,745,215,4.3509733676,8278,3.208551549,2982,84,2,9.8430935614,2952,2.0280081301,939,167
2024-2025,8,02,Saguenay-Lac-Saint-Jean,CIUSSS DU SAGUENAY - LAC-SAINT-JEAN,HÔPITAL ET CENTRE D'HÉBERGEMENT DE ROBERVAL,51228203,16620,2398,907,5.5919656705,14808,2.5615514887,11665,1069,291,3.7987656332,9954,2.8184405208,4955,331,10,9.8134951228,4854,2.0347543263,1329,616
2024-2025,8,02,Saguenay-Lac-Saint-Jean,CIUSSS DU SAGUENAY - LAC-SAINT-JEAN,HÔPITAL ET CENTRE DE RÉADAPTATION DE JONQUIÈRE,51224541,17677,3329,916,7.3917176746,13905,3.7925300052,11150,1151,362,4.7160016941,7600,4.1632539474,6527,572,17,11.962612907,6305,3.3456621288,2178,554
2024-2025,8,03,Capitale-Nationale,CHU DE QUÉBEC - UNIVERSITÉ LAVAL,CENTRE HOSPITALIER DE L'UNIVERSITÉ LAVAL,51217594,48460,4488,4639,8.1774359151,38947,2.4721995062,27448,909,1579,5.1005954694,18080,3.6361077311,21012,2397,431,12.196716162,20867,1.4637430579,3579,3060
2024-2025,8,03,Capitale-Nationale,CHU DE QUÉBEC - UNIVERSITÉ LAVAL,HÔPITAL DE L'ENFANT-JÉSUS,51233914,41695,7248,5048,9.9657446603,37077,1.8519504829,23363,2378,1335,4.305553356,18890,2.385644815,18332,4455,816,17.179308344,18187,1.2976267389,4870,3713
2024-2025,8,03,Capitale-Nationale,CHU DE QUÉBEC - UNIVERSITÉ LAVAL,HÔPITAL DU SAINT-SACREMENT,51217529,23880,5551,702,7.6131197655,19493,2.1634521937,16885,2268,250,3.9016808969,12514,2.6179823043,6995,1767,235,16.572039751,6979,1.3484371766,3283,452
2024-2025,8,03,Capitale-Nationale,CHU DE QUÉBEC - UNIVERSITÉ LAVAL,HÔPITAL SAINT-FRANÇOIS D'ASSISE,51217602,26532,6970,864,10.918961694,21606,2.5018085254,15221,1964,423,5.1077478849,10334,3.5752631551,11311,3495,397,18.739002839,11272,1.5176814723,5006,441
2024-2025,8,03,Capitale-Nationale,CHU DE QUÉBEC - UNIVERSITÉ LAVAL,L'HÔTEL-DIEU DE QUÉBEC,51217586,15040,3296,687,7.0676425827,13309,1.8645328767,8229,767,289,3.4839581561,6592,2.1561421251,6811,534,12,11.397423694,6717,1.57835033,2529,398
2024-2025,8,03,Capitale-Nationale,CIUSSS DE LA CAPITALE-NATIONALE,CENTRE MULTISERVICES DE SANTÉ ET DE SERVICES SOCIAUX CHAUVEAU,51225001,28282,2033,427,2.9732588553,19589,1.7724722208,25851,1753,377,2.8380505052,17199,1.8786696255,2431,0,0,4.4110503222,2390,1.0082508136,280,50
2024-2025,8,03,Capitale-Nationale,CIUSSS DE LA CAPITALE-NATIONALE,CENTRE MULTISERVICES DE SANTÉ ET DE SERVICES SOCIAUX DE BAIE-SAINT-PAUL,51244804,8914,1514,268,5.4026130868,6856,2.3755827823,7219,902,136,3.4259826692,5179,2.6522455536,1695,244,42,13.821076205,1677,1.5211781952,612,132
2024-2025,8,03,Capitale-Nationale,CIUSSS DE LA CAPITALE-NATIONALE,CENTRE MULTISERVICES DE SANTÉ ET DE SERVICES SOCIAUX DE SAINT-MARC-DES-CARRIÈRES,51247344,12169,1583,237,2.8521352298,10004,1.5402734739,10218,959,152,2.2785666634,8087,1.7372742605,1951,31,4,5.8560940259,1917,0.7092117313,624,85
2024-2025,8,03,Capitale-Nationale,CIUSSS DE LA CAPITALE-NATIONALE,CENTRE MULTISERVICES DE SANTÉ ET DE SERVICES SOCIAUX DE SAINT-RAYMOND,51247302,13229,1928,284,4.4688223264,10549,2.1434169906,10632,1047,168,3.4582111655,7989,2.4639798821,2597,120,20,8.6062185,2560,1.1430353733,881,116
2024-2025,8,03,Capitale-Nationale,CIUSSS DE LA CAPITALE-NATIONALE,CENTRE MULTISERVICES DE SANTÉ ET DE SERVICES SOCIAUX DE SAINTE-ANNE-DE-BEAUPRÉ,51225357,10721,1266,163,4.2914174155,8098,2.2127229631,9007,748,106,3.3963391128,6425,2.4453587981,1714,85,12,8.9950173409,1673,1.3193068008,518,57
2024-2025,8,03,Capitale-Nationale,CIUSSS DE LA CAPITALE-NATIONALE,HÔPITAL ET CLSC DE LA MALBAIE,51228690,9870,1742,257,4.9196188225,8112,1.9235315308,8194,1158,148,3.3508482833,6442,2.1910149539,1676,198,27,12.589371685,1670,0.8917182302,584,109
2024-2025,8,03,Capitale-Nationale,INSTITUT UNIVERSITAIRE DE CARDIOLOGIE ET DE PNEUMOLOGIE DE QUÉBEC - UNIVERSITÉ LAVAL,INSTITUT UNIVERSITAIRE DE CARDIOLOGIE ET DE PNEUMOLOGIE DE QUÉBEC,51232130,19442,6540,382,7.9196161089,18128,2.0586560385,10222,2339,199,4.0656055023,8936,2.6053056302,9220,981,0,12.192468215,9192,1.5272308046,4201,183
2024-2025,8,04,Mauricie et Centre-du-Québec,CIUSSS DE LA MAURICIE-ET-DU-CENTRE-DU-QUÉBEC,CENTRE MULTISERVICES DE SANTÉ ET DE SERVICES SOCIAUX AVELLIN-DALCOURT,51233583,14725,2163,333,4.9558570081,11708,3.0250351137,12557,1273,176,4.2100316999,9570,3.376571752,2168,91,13,9.2756579285,2138,1.4515058206,890,157
2024-2025,8,04,Mauricie et Centre-du-Québec,CIUSSS DE LA MAURICIE-ET-DU-CENTRE-DU-QUÉBEC,CENTRE MULTISERVICES DE SANTÉ ET DE SERVICES SOCIAUX CHRIST-ROI,51246338,15099,1757,423,5.2474573371,12103,3.485036194,12211,831,243,4.3799363506,9335,3.7970093138,2888,154,22,8.915497076,2768,2.4329158638,926,180
2024-2025,8,04,Mauricie et Centre-du-Québec,CIUSSS DE LA MAURICIE-ET-DU-CENTRE-DU-QUÉBEC,CENTRE MULTISERVICES DE SANTÉ ET DE SERVICES SOCIAUX DE FORTIERVILLE,51219160,8786,947,139,2.7883495207,6639,2.1863891399,8102,837,128,2.6885554664,5961,2.2889524968,684,0,0,3.9704130117,678,1.2846484759,110,11
2024-2025,8,04,Mauricie et Centre-du-Québec,CIUSSS DE LA MAURICIE-ET-DU-CENTRE-DU-QUÉBEC,CENTRE MULTISERVICES DE SANTÉ ET DE SERVICES SOCIAUX DU HAUT-SAINT-MAURICE,51219731,8175,1179,451,5.951861366,7074,2.7190733673,6137,666,227,4.1168359495,5072,2.9520559499,2038,154,5,11.477646931,2002,2.1288197913,513,224
2024-2025,8,04,Mauricie et Centre-du-Québec,CIUSSS DE LA MAURICIE-ET-DU-CENTRE-DU-QUÉBEC,HÔPITAL DU CENTRE-DE-LA-MAURICIE,51220051,22765,4470,1538,7.4756584791,18445,3.0077775519,14086,1369,349,4.988244435,9817,4.3416235159,8679,829,54,11.512726601,8628,1.490118091,3101,1189
2024-2025,8,04,Mauricie et Centre-du-Québec,CIUSSS DE LA MAURICIE-ET-DU-CENTRE-DU-QUÉBEC,HÔPITAL SAINTE-CROIX,51228781,27633,4392,1671,8.2975525941,20201,3.9272968472,15721,1297,440,6.3258803688,8705,5.4410863808,11912,951,9,10.899689855,11496,2.7810252842,3095,1231
2024-2025,8,04,Mauricie et Centre-du-Québec,CIUSSS DE LA MAURICIE-ET-DU-CENTRE-DU-QUÉBEC,HÔTEL-DIEU D'ARTHABASKA,51228039,24980,4806,1371,6.1786376323,20554,2.6268437882,14649,1659,253,4.5708267914,10451,3.474555731,10331,370,3,8.4584576894,10103,1.7499322259,3147,1118
2024-2025,8,04,Mauricie et Centre-du-Québec,CIUSSS DE LA MAURICIE-ET-DU-CENTRE-DU-QUÉBEC,PAVILLON SAINTE-MARIE,51220168,39138,9184,2267,10.102597859,29799,3.556344126,21570,2340,658,5.6743202364,12403,5.2085175406,17568,3663,302,15.539639543,17396,2.3783775325,6844,1609
2024-2025,8,05,Estrie,CIUSSS DE L'ESTRIE - CENTRE HOSPITALIER UNIVERSITAIRE DE SHERBROOKE,CENTRE DE SANTÉ ET DE SERVICES SOCIAUX DU GRANIT,51223832,10222,1666,267,5.1623331485,8782,3.0880149422,8266,1020,152,4.2615546953,6847,3.3357445678,1956,73,0,8.9689971029,1935,2.2114233419,646,115
2024-2025,8,05,Estrie,CIUSSS DE L'ESTRIE - CENTRE HOSPITALIER UNIVERSITAIRE DE SHERBROOKE,CENTRE MULTISERVICES DE SANTÉ ET DE SERVICES SOCIAUX DE LA MRC DE COATICOOK,51247617,14143,1096,406,3.0020689466,11232,2.2928537512,11723,760,324,2.8683220071,8876,2.4681456862,2420,0,0,3.6499678604,2356,1.6324584984,336,82
2024-2025,8,05,Estrie,CIUSSS DE L'ESTRIE - CENTRE HOSPITALIER UNIVERSITAIRE DE SHERBROOKE,CENTRE MULTISERVICES DE SANTÉ ET DE SERVICES SOCIAUX DE MEMPHRÉMAGOG,51219046,15987,3217,530,7.1946281875,12270,4.1145062483,11738,1524,255,5.2638642775,8159,4.7336742997,4249,599,114,12.52842597,4111,2.885658734,1693,275
2024-2025,8,05,Estrie,CIUSSS DE L'ESTRIE - CENTRE HOSPITALIER UNIVERSITAIRE DE SHERBROOKE,CENTRE MULTISERVICES DE SANTÉ ET DE SERVICES SOCIAUX DES SOURCES,51247583,12099,1512,401,5.1581556327,10025,3.5840389305,10536,1016,285,4.6162961117,8493,3.8487474979,1563,73,4,8.8107672212,1532,2.1165651291,496,116
2024-2025,8,05,Estrie,CIUSSS DE L'ESTRIE - CENTRE HOSPITALIER UNIVERSITAIRE DE SHERBROOKE,CHUS - HÔPITAL FLEURIMONT,51216687,29788,4373,701,9.0507419095,25086,3.1284494672,15496,878,235,6.85937984,10797,5.537593776,14292,1528,42,11.426710747,14289,1.3080609793,3495,466
2024-2025,8,05,Estrie,CIUSSS DE L'ESTRIE - CENTRE HOSPITALIER UNIVERSITAIRE DE SHERBROOKE,CHUS - HÔTEL-DIEU DE SHERBROOKE,51216695,30110,6550,3489,11.422609875,25345,3.570765437,15109,1693,843,7.1280164141,10376,5.6279218067,15001,2446,601,15.748122347,14969,2.1448148396,4857,2646
2024-2025,8,05,Estrie,CIUSSS DE L'ESTRIE - CENTRE HOSPITALIER UNIVERSITAIRE DE SHERBROOKE,HÔPITAL BROME-MISSISQUOI-PERKINS,51229185,19124,3134,644,9.5278562133,15426,4.4359913638,13097,976,241,6.0844074767,9473,5.1629762072,6027,1626,132,17.010658288,5953,3.2791414693,2158,403
2024-2025,8,05,Estrie,CIUSSS DE L'ESTRIE - CENTRE HOSPITALIER UNIVERSITAIRE DE SHERBROOKE,HÔPITAL DE GRANBY,51228120,24464,4119,1430,12.322189578,18182,5.6164217358,17079,1630,556,8.3927928873,10832,7.2409334995,7385,2799,413,21.409551268,7350,3.2223113379,2489,874
2024-2025,8,06,Montréal,CENTRE HOSPITALIER DE L'UNIVERSITÉ DE MONTRÉAL,CENTRE HOSPITALIER DE L'UNIVERSITÉ DE MONTRÉAL,51236297,49857,7396,4130,12.011826663,36090,3.137048336,29770,2130,1368,7.4846407271,16152,5.1320774173,20087,5982,627,18.721356474,19938,1.5208526432,5266,2762
2024-2025,8,06,Montréal,CENTRE HOSPITALIER UNIVERSITAIRE SAINTE-JUSTINE,CHU SAINTE-JUSTINE,51222800,51387,1,1261,4.8943013851,44565,1.7107515053,33145,0,457,4.107431027,26728,2.2028973049,18242,243,6,6.3240140275,17837,0.9732915662,1,804
2024-2025,8,06,Montréal,CENTRE UNIVERSITAIRE DE SANTÉ MCGILL,HÔPITAL DE LACHINE,51228310,12869,1995,389,10.705723487,10668,3.4041932258,9896,909,177,5.3464385161,7723,3.6694777145,2973,1051,556,28.544769593,2945,2.7085083003,1086,212
2024-2025,8,06,Montréal,CENTRE UNIVERSITAIRE DE SANTÉ MCGILL,HÔPITAL GÉNÉRAL DE MONTRÉAL,51248219,22186,3144,2845,16.561908436,19116,1.6942110594,10290,801,596,5.762670203,7316,2.4742566521,11896,3649,1877,25.903213195,11800,1.2105827919,2343,2249
2024-2025,8,06,Montréal,CENTRE UNIVERSITAIRE DE SANTÉ MCGILL,HÔPITAL ROYAL VICTORIA,51223295,30499,5064,743,17.455290993,22806,4.6266054133,18339,1251,308,9.2261785448,10893,6.5905491549,12160,5193,2429,29.865956552,11913,2.8308160087,3813,435
2024-2025,8,06,Montréal,CENTRE UNIVERSITAIRE DE SANTÉ MCGILL,L'HÔPITAL DE MONTRÉAL POUR ENFANTS,51223279,47566,7,1443,5.5241239074,43635,1.6706727207,37181,2,423,4.6561216676,33275,1.9157710577,10385,377,13,8.631797598,10360,0.8834480909,5,1020
2024-2025,8,06,Montréal,CIUSSS DE L'EST-DE-L'ÎLE-DE-MONTRÉAL,HÔPITAL MAISONNEUVE-ROSEMONT,12934659,45443,7928,2696,11.847855299,31627,3.649463196,27676,2168,603,5.4130869104,14044,5.2268672664,17767,6108,1818,21.871418641,17583,2.3895494859,5760,2093
2024-2025,8,06,Montréal,CIUSSS DE L'EST-DE-L'ÎLE-DE-MONTRÉAL,HÔPITAL SANTA CABRINI,51235919,23736,6055,869,13.905867669,18048,3.3660571809,13584,1491,317,5.8168485596,7957,5.0066965844,10152,3810,1460,24.729472436,10091,2.0723729341,4564,552
2024-2025,8,06,Montréal,CIUSSS DE L'EST-DE-L'ÎLE-DE-MONTRÉAL,INSTITUT UNIVERSITAIRE EN SANTÉ MENTALE DE MONTRÉAL,51235307,3234,138,3225,12.241052103,3154,1.2723569717,1607,59,1602,3.278405241,1527,1.3333688059,1627,486,137,21.093525063,1627,1.2150950966,79,1623
2024-2025,8,06,Montréal,CIUSSS DE L'OUEST-DE-L'ÎLE-DE-MONTRÉAL,CENTRE HOSPITALIER DE ST. MARY,51248243,22711,4636,1627,10.448127107,20181,2.7928350786,14261,1416,523,6.1834081878,11752,3.5785478831,8450,2021,203,17.645660421,8429,1.697367422,3220,1104
2024-2025,8,06,Montréal,CIUSSS DE L'OUEST-DE-L'ÎLE-DE-MONTRÉAL,HÔPITAL DE LASALLE,51224392,18555,2905,543,9.5412453966,14927,3.5721395048,14216,1196,198,5.846174889,10617,4.2380308572,4339,1432,510,21.64751927,4310,1.9318219902,1709,345
2024-2025,8,06,Montréal,CIUSSS DE L'OUEST-DE-L'ÎLE-DE-MONTRÉAL,HÔPITAL DOUGLAS,51235190,4086,104,3959,13.114148923,3785,2.2495923235,2061,46,1946,4.1460779557,1764,2.3792139078,2025,715,106,22.241652263,2021,2.1364540382,58,2013
2024-2025,8,06,Montréal,CIUSSS DE L'OUEST-DE-L'ÎLE-DE-MONTRÉAL,HÔPITAL GÉNÉRAL DU LAKESHORE,51228278,25381,6115,1543,14.471585482,20309,3.1550908601,15262,1638,196,7.5707396002,10241,4.2493155237,10119,3824,1315,24.879798728,10068,2.042063965,4477,1347
2024-2025,8,06,Montréal,CIUSSS DU CENTRE-OUEST-DE-L'ÎLE-DE-MONTRÉAL,HÔPITAL GÉNÉRAL JUIF,51248250,61509,11649,3187,10.900573814,52761,2.5922478935,21425,1374,304,3.756429742,13711,2.9806787535,40084,6476,2034,14.719137,39050,2.4558643975,10275,2883
2024-2025,8,06,Montréal,CIUSSS DU CENTRE-SUD-DE-L'ÎLE-DE-MONTRÉAL,HÔPITAL DE VERDUN,51218097,28574,5070,1613,9.5973545784,23910,2.4654848041,19150,1673,591,4.8976241659,14517,3.2066792381,9424,2933,469,19.147422214,9393,1.3199594556,3397,1022
2024-2025,8,06,Montréal,CIUSSS DU CENTRE-SUD-DE-L'ÎLE-DE-MONTRÉAL,HÔPITAL NOTRE-DAME,51236313,25013,3619,3652,11.656205329,20963,2.2515738709,15271,758,1458,5.955691525,11253,3.1617372404,9742,2853,492,20.592003553,9710,1.1967779494,2861,2194
2024-2025,8,06,Montréal,CIUSSS DU NORD-DE-L'ÎLE-DE-MONTRÉAL,HÔPITAL DU SACRÉ-COEUR-DE-MONTRÉAL,12475976,43477,8208,2021,11.969410103,32537,3.6225567303,29280,2597,797,6.8603367297,18381,5.1790752377,14197,5573,1480,22.506401607,14156,1.6014796827,5611,1224
2024-2025,8,06,Montréal,CIUSSS DU NORD-DE-L'ÎLE-DE-MONTRÉAL,HÔPITAL EN SANTÉ MENTALE ALBERT-PRÉVOST,51848752,2212,96,2204,23.577659735,2183,0.4560636484,962,49,954,4.8402425502,933,0.6486971537,1250,831,386,37.997976,1250,0.312282,47,1250
2024-2025,8,06,Montréal,CIUSSS DU NORD-DE-L'ÎLE-DE-MONTRÉAL,HÔPITAL FLEURY,51228492,20500,3527,540,9.7148629404,15135,3.6179197409,14937,1319,249,5.6383120216,9595,4.5283508482,5563,1863,311,20.660654972,5540,2.0410990774,2208,291
2024-2025,8,06,Montréal,CIUSSS DU NORD-DE-L'ÎLE-DE-MONTRÉAL,HÔPITAL JEAN-TALON,51228500,27668,3610,2166,8.1049303849,19695,3.4639326817,20679,1182,775,5.2737410739,12740,4.5020586953,6989,1684,131,16.481831767,6955,1.5623186756,2428,1391
2024-2025,8,06,Montréal,INSTITUT DE CARDIOLOGIE DE MONTRÉAL,INSTITUT DE CARDIOLOGIE DE MONTRÉAL,51248201,12798,3467,307,7.2519033139,12365,1.5986729568,8504,1747,275,3.6007212946,8071,1.8442147469,4294,695,39,14.482842273,4294,1.1371527454,1720,32
2024-2025,8,07,Outaouais,CISSS DE L'OUTAOUAIS,CENTRE MULTISERVICES DE SANTÉ ET DE SERVICES SOCIAUX DE MANSFIELD-ET-PONTEFRACT,51245058,6365,724,157,3.7625054552,5919,1.7514358187,6175,684,150,3.5908360324,5729,1.7513195051,190,8,0,9.3417616959,190,1.7549429825,40,7
2024-2025,8,07,Outaouais,CISSS DE L'OUTAOUAIS,CLSC ET CENTRE D'HÉBERGEMENT DE LA PETITE-NATION,51219491,7506,973,267,3.6259945747,6378,2.0005971482,6867,770,253,3.5202475203,5743,2.1240271732,639,2,0,4.7624030603,635,0.8842843395,203,14
2024-2025,8,07,Outaouais,CISSS DE L'OUTAOUAIS,HÔPITAL DE GATINEAU,51221703,25411,3558,3078,13.2150818,16004,6.3746987212,15569,1173,744,7.4015371714,6706,7.1524214219,9842,2948,865,22.411492724,9298,5.8137814883,2385,2334
2024-2025,8,07,Outaouais,CISSS DE L'OUTAOUAIS,HÔPITAL DE HULL,51221711,22965,4567,726,13.25389738,15375,5.7140737669,14444,1339,419,7.7098801309,7117,6.783065157,8521,2990,996,22.651595437,8258,4.7927838998,3228,307
2024-2025,8,07,Outaouais,CISSS DE L'OUTAOUAIS,HÔPITAL DE MANIWAKI,51221893,9199,1256,508,6.6926191253,7816,2.59280756,6810,672,260,3.7302181433,5491,2.7151656751,2389,450,159,15.137135947,2325,2.3038318996,584,248
2024-2025,8,07,Outaouais,CISSS DE L'OUTAOUAIS,HÔPITAL ET CHSLD DE PAPINEAU,51228823,15953,2050,713,8.5121187412,11592,4.3190990194,11696,874,289,4.6456508635,7413,4.6409993705,4257,1180,275,19.135141597,4179,3.748089854,1176,424
2024-2025,8,07,Outaouais,CISSS DE L'OUTAOUAIS,HÔPITAL ET CHSLD DU PONTIAC,51219459,8104,980,253,5.8692448859,7351,2.5072257743,7295,809,187,4.8849408651,6545,2.5713555725,809,132,37,14.745014764,806,1.9864695341,171,66
2024-2025,8,07,Outaouais,CISSS DE L'OUTAOUAIS,HÔPITAL ET CHSLD MÉMORIAL DE WAKEFIELD / WAKEFIELD MEMORIAL HOSPITAL,51228799,11113,909,252,5.8750285951,9043,3.4678318405,9764,589,168,4.7341395546,7716,3.6155906198,1349,223,28,14.132731035,1327,2.6086707695,320,84
2024-2025,8,08,Abitibi-Témiscamingue,CISSS DE L'ABITIBI-TÉMISCAMINGUE,CENTRE MULTISERVICES DE SANTÉ ET DE SERVICES SOCIAUX DE LA SARRE,51247559,12338,1575,626,5.9306118181,10814,2.9211218482,10078,953,470,4.9590904556,8592,3.0874286481,2260,230,22,10.262909292,2222,2.2780489299,622,156
2024-2025,8,08,Abitibi-Témiscamingue,CISSS DE L'ABITIBI-TÉMISCAMINGUE,CENTRE MULTISERVICES DE SANTÉ ET DE SERVICES SOCIAUX DE TÉMISCAMING-KIPAWA,51247476,3478,335,234,2.4615701073,3271,0.9214399266,3250,270,209,1.9163352991,3043,0.9403529047,228,10,0,10.233557505,228,0.6690180312,65,25
2024-2025,8,08,Abitibi-Témiscamingue,CISSS DE L'ABITIBI-TÉMISCAMINGUE,CENTRE MULTISERVICES DE SANTÉ ET DE SERVICES SOCIAUX DE VILLE-MARIE,51247542,7827,1103,356,4.6820602473,6707,2.6410775227,6616,722,243,3.8457838741,5515,2.718223431,1211,27,2,9.250850078,1192,2.2841482569,381,113
2024-2025,8,08,Abitibi-Témiscamingue,CISSS DE L'ABITIBI-TÉMISCAMINGUE,HÔPITAL D'AMOS,51228906,16492,1827,675,4.8262789534,14850,2.063470015,12560,821,515,3.4604257564,10960,2.3102059509,3932,275,18,9.1892281282,3890,1.3682962725,1006,160
2024-2025,8,08,Abitibi-Témiscamingue,CISSS DE L'ABITIBI-TÉMISCAMINGUE,HÔPITAL DE ROUYN-NORANDA,51228922,18182,2389,1051,7.3332565174,13804,4.3023079059,14735,1246,711,6.5131484372,10411,4.8911206363,3447,247,3,10.838998485,3393,2.4956090153,1143,340
2024-2025,8,08,Abitibi-Témiscamingue,CISSS DE L'ABITIBI-TÉMISCAMINGUE,HÔPITAL DE VAL-D'OR,51225589,17887,2078,1136,8.0277421063,14387,4.2775096152,14736,1209,809,6.2092384862,11251,4.8517707315,3151,761,145,16.532175412,3136,2.2172379889,869,327
2024-2025,8,09,Côte-Nord,CISSS DE LA CÔTE-NORD,CENTRE MULTISERVICES DE SANTÉ ET DE SERVICES SOCIAUX DE FERMONT,51245108,4119,28,271,6.2072433304,3598,2.5944305478,3867,23,249,6.0522418326,3348,2.6686773198,252,2,1,8.5857782187,250,1.6001177778,5,22
2024-2025,8,09,Côte-Nord,CISSS DE LA CÔTE-NORD,CENTRE MULTISERVICES DE SANTÉ ET DE SERVICES SOCIAUX DE FORESTVILLE,51218741,6771,1004,354,3.9075897619,5470,2.2752344099,5872,744,278,3.3113497673,4672,2.4677344345,899,45,8,7.8020516623,798,1.1482167224,260,76
2024-2025,8,09,Côte-Nord,CISSS DE LA CÔTE-NORD,CENTRE MULTISERVICES DE SANTÉ ET DE SERVICES SOCIAUX DE LA BASSE-CÔTE-NORD,51245140,2422,386,80,2.7416477429,2364,0.8691274206,2014,283,68,2.4902597098,1956,0.8925925926,408,1,0,3.9825680828,408,0.7566326253,103,12
2024-2025,8,09,Côte-Nord,CISSS DE LA CÔTE-NORD,CENTRE MULTISERVICES DE SANTÉ ET DE SERVICES SOCIAUX DE LA MINGANIE,51245116,8062,875,285,3.6717132501,4629,2.6496925782,5475,607,107,2.0499429224,2117,2.762741563,2587,109,7,7.1039484817,2512,2.5544200062,268,178
2024-2025,8,09,Côte-Nord,CISSS DE LA CÔTE-NORD,CENTRE MULTISERVICES DE SANTÉ ET DE SERVICES SOCIAUX DE PORT-CARTIER,51245132,9437,861,392,5.8308926154,7941,3.1484050078,8664,674,338,4.7949462014,7180,3.3024963634,773,169,60,17.442069498,761,1.6945601548,187,54
2024-2025,8,09,Côte-Nord,CISSS DE LA CÔTE-NORD,CENTRE MULTISERVICES DE SANTÉ ET DE SERVICES SOCIAUX DES ESCOUMINS,51218733,6771,993,264,4.273497719,5849,1.9850229384,5942,678,221,3.5321588784,5043,2.0445684888,829,48,3,9.5871712907,806,1.6124569203,315,43
2024-2025,8,09,Côte-Nord,CISSS DE LA CÔTE-NORD,CLSC ET HÔPITAL LE ROYER,51228765,14631,2159,902,9.1836078076,12593,3.8894471135,10900,933,463,5.9403212029,8870,4.5285595954,3731,960,375,18.658768352,3723,2.3667697794,1226,439
2024-2025,8,09,Côte-Nord,CISSS DE LA CÔTE-NORD,HÔPITAL ET CLSC DE SEPT-ÎLES,51232023,13907,1694,1105,8.7283647723,10447,4.6252089382,9640,711,456,5.9757623041,6306,5.2122248652,4267,734,123,14.94704014,4141,3.7312890069,983,649
2024-2025,8,11,Gaspésie-Îles-de-la-Madeleine,CISSS DE LA GASPÉSIE,CENTRE MULTISERVICES DE SANTÉ ET DE SERVICES SOCIAUX DE GRANDE-VALLÉE,51247732,4702,939,110,2.2309926036,3542,1.1876132442,4465,839,106,1.9522293144,3320,1.2166940261,237,16,3,7.4827988748,222,0.7527114615,100,4
2024-2025,8,11,Gaspésie-Îles-de-la-Madeleine,CISSS DE LA GASPÉSIE,CLSC ET CENTRE DE SERVICES AMBULATOIRES DE MURDOCHVILLE,51221307,1354,197,57,3.4441976448,1298,1.7852561633,1318,182,57,3.358735247,1262,1.8088869079,36,1,0,6.5730709877,36,0.956867284,15,0
2024-2025,8,11,Gaspésie-Îles-de-la-Madeleine,CISSS DE LA GASPÉSIE,CLSC ET CENTRE DE SERVICES AMBULATOIRES DE PASPÉBIAC,51220978,9040,1627,322,3.9769519113,8390,1.9249686134,6604,1004,249,3.1821808752,6030,2.0308168878,2436,76,7,6.131577495,2360,1.6545173023,623,73
2024-2025,8,11,Gaspésie-Îles-de-la-Madeleine,CISSS DE LA GASPÉSIE,HÔPITAL DE CHANDLER,51227775,11143,1867,396,5.1375712954,9539,2.433978055,9674,1252,315,4.2079057841,8081,2.5954623671,1469,94,0,11.259820551,1458,1.5389473784,615,81
2024-2025,8,11,Gaspésie-Îles-de-la-Madeleine,CISSS DE LA GASPÉSIE,HÔPITAL DE GASPÉ,51220903,9470,1476,374,5.417102898,8078,1.7501696652,7498,864,213,3.7065668623,6155,2.009438758,1972,223,22,11.920956446,1923,0.9203198128,612,161
2024-2025,8,11,Gaspésie-Îles-de-la-Madeleine,CISSS DE LA GASPÉSIE,HÔPITAL ET CLSC DE SAINTE-ANNE-DES-MONTS,51247799,9114,1579,386,5.4757562236,8139,2.2033066784,7186,934,246,3.401499482,6229,2.3756364496,1928,289,71,13.206881195,1910,1.6412950844,645,140
2024-2025,8,11,Gaspésie-Îles-de-la-Madeleine,CISSS DE LA GASPÉSIE,HÔPITAL ET GROUPE DE MÉDECINE DE FAMILLE UNIVERSITAIRE DE MARIA,51227908,11544,2031,590,6.5025797432,10463,2.3346826383,8641,1046,283,4.1693114223,7569,2.6171633197,2903,488,62,13.447730126,2894,1.5958795017,985,307
2024-2025,8,11,Gaspésie-Îles-de-la-Madeleine,CISSS DES ÎLES,HÔPITAL DE L'ARCHIPEL,51227783,10594,1541,330,4.763346024,9132,1.9734108081,8581,1004,165,3.4068617359,7147,2.0885444942,2013,186,33,10.545756196,1985,1.5588715365,537,165
2024-2025,8,12,Chaudière-Appalaches,CISSS DE CHAUDIÈRE-APPALACHES,CHSLD ET HÔPITAL PAUL-GILBERT,51245199,27216,2349,320,2.7561833419,21157,2.1142269304,27171,2334,319,2.7565431076,21112,2.1179363895,45,0,0,2.5389567901,45,0.3739135802,15,1
